channel,watch_time_min,stream_time_min,peak_viewers,avg_viewers,followers,followers_gained,views_gained,partnered,mature,language,avg_to_peak_ratio,watch_per_follower,views_per_follower,follower_growth_rate,viewers_per_stream_hr,stickiness,avg_to_peak_ratio_scaled,watch_per_follower_scaled,views_per_follower_scaled,follower_growth_rate_scaled,viewers_per_stream_hr_scaled,stickiness_scaled,engagement_efficiency_score
한동숙 (handongsuk),1621667925,127815,44976,12869,385250,73602,30610352,True,False,Korean,0.28613038064745644,4209.391109669046,79.45581310837119,0.19104996755353668,6.041074991198216,0.9859055278029445,0.6139618376919374,0.7668581991920449,0.12779644402626497,0.17865397615222886,0.062264995114125136,0.1692679552976158,0.3198005679123695
GamesDoneQuick,1619144100,87450,234826,6734,1724316,113469,43345080,True,False,English,0.028676552000204407,939.0065973986207,25.137550193815983,0.06580522363650282,4.620240137221269,2.749492730624806,0.030740631046700717,0.15437378371775062,0.03723058929496469,0.050383575795806615,0.047485713403918474,1.0,0.2200357155431902
Solary,1546597380,486510,24470,3187,493207,143569,48799554,True,False,French,0.13024111156518187,3135.7977076562174,98.94335238550953,0.29109278659873034,0.39304433619041745,0.9974782512642942,0.2608191864642545,0.5657933932581445,0.16028838240102644,0.28111362476002016,0.0035151439793516107,0.18349368261188476,0.24250390224578033
Gotaga,1538511315,141675,81644,10750,2401580,632118,39591707,True,False,French,0.13166919798148058,640.6246366975075,16.485691503093797,0.2632092205964407,4.55267337215458,1.010180565575486,0.2640542919093111,0.09849218933568203,0.02280518363403148,0.2525564489247796,0.04678289544279309,0.19910795528111835,0.14729982742128597
MOONMOON,1527882945,124680,24892,11220,923448,95776,13505898,True,True,English,0.4507472280250683,1654.5413981079605,14.625510044961926,0.10371563964619557,5.399422521655438,1.0921956250782752,0.9868754465753774,0.28838062986065965,0.019703668330126458,0.08920982979384323,0.05559063561282283,0.2999246624327939,0.2899474787676039
DrLupo,1517612010,172350,90696,8311,4115083,567795,47295386,True,False,English,0.09163579430184352,368.79256384379124,11.493179116921821,0.13797899094623364,2.8932985204525674,1.0594883478322425,0.1733649045234887,0.04758291318656386,0.01448107444406124,0.12430091347013704,0.02952236137896983,0.2597193634080484,0.10816192173521151
OgamingLoL,1483207890,496950,204491,3020,523758,115965,71583995,True,False,French,0.01476837611435222,2831.857250867767,136.67379782265854,0.22140950591685474,0.3646242076667673,0.9882854218680974,0.0,0.5088707921644201,0.22319705909754212,0.20974693876851744,0.003219522651851349,0.1721934312342683,0.1862046239860999
Myth,1479214575,134760,122552,9396,6726893,1421811,37384058,True,False,English,0.07666949539787192,219.895659853665,5.5574033955943705,0.21136221432390853,4.183437221727516,1.1682268050821725,0.1394611053387926,0.01969719122813515,0.00458424466986626,0.19945692519334776,0.04294216400980535,0.39338570794466815,0.13325455639743589
Evelone192,1474742220,83010,106900,16422,1075101,826433,47400543,True,False,Russian,0.15362020579981292,1371.724349619245,44.08938602047622,0.7687026614243685,11.8698951933502,1.0818315729994015,0.3137808519459372,0.23541406462043984,0.06882933929675895,0.7702615757402868,0.1228953882696872,0.28718468992439145,0.2997276516329169
nl_Kripp,1470897720,155895,29316,9256,1379123,96793,20034033,True,False,English,0.31573202346841317,1066.5457105711382,14.526647006829702,0.07018445780398122,3.5623977677282785,1.0193584855041302,0.6810197095264022,0.17825957417709581,0.019538832139325175,0.05486860328956782,0.03648221757893282,0.21038987925114458,0.19675980266041138
LEC,1470431925,45660,305119,28830,973727,551345,25924096,True,False,English,0.0944877244616035,1510.1069652993087,26.62357724495675,0.566221333084119,37.88436268068331,1.1170288081430726,0.1798255043047494,0.2613306487892433,0.039708269964762656,0.5628887133061641,0.39349344015457305,0.33045076044290983,0.29461622282706706
dota2mc_ru,1464683175,66675,182869,19495,428284,156721,38774178,True,False,Russian,0.10660636849329301,3419.887679670499,90.53380000186792,0.36592774887691343,17.543307086614174,1.1268274781887195,0.20727838870038212,0.6189983542645425,0.1462669785735476,0.3577564464215748,0.18190925071393269,0.34249573918774984,0.30911752631028827
Fresh,1464179820,147660,57431,9728,3135667,1875187,25341820,True,False,English,0.16938587174174227,466.9436582392199,8.081795675369866,0.5980185395962008,3.9528646891507515,1.019314004055369,0.34949549158649196,0.06596485434773075,0.008793211087930802,0.5954540751885149,0.04054378786915142,0.21033520059553387,0.21176443677922563
LCS,1461310140,31125,214124,46459,1162746,526244,28313058,True,False,English,0.21697240851095626,1256.7750308321852,24.35016590037721,0.45258723745340773,89.55951807228915,1.0105625040034003,0.45729531550223984,0.2138861170465984,0.035917768749700624,0.44650945071334147,0.9310095890677097,0.19957745167446903,0.3806992821256765
ROSHTEIN,1435735725,118995,45843,11717,381918,242369,17836875,False,True,English,0.25558973016600134,3759.277449609602,46.703415392833016,0.6346100471829031,5.907979326862473,1.0297442217945438,0.5447767915067064,0.6825599764772147,0.07318775931421463,0.6329295586379488,0.06088055672417488,0.22315650699601075,0.36958185827604506
ibai,1412913285,57795,173238,22837,1894953,1602088,44178173,True,False,Spanish,0.13182442651150442,745.6191710295717,23.313598279218535,0.8454499926911117,23.708279262912015,1.070498809531129,0.26440593775999416,0.11815578416591968,0.0341894801859684,0.8488629653075277,0.24603623934604713,0.2732539325399969,0.297484056550909
TFBlade,1394312895,141285,35833,9117,1008040,450146,35978104,True,False,English,0.25443027376998856,1383.1920310701955,35.69114717669934,0.44655569223443514,3.8717485932689244,1.0824609377033343,0.5421502251748395,0.23756175586101957,0.05482679874569781,0.44033219571797033,0.03970003208084564,0.2879583341481799,0.2670882236214255
Sardoche,1361024835,164235,144066,8066,746865,370358,32261961,True,True,French,0.05598822761789735,1822.3170653330924,43.19650940933101,0.4958834595274916,2.946753128139556,1.0274060468845967,0.09261094190185135,0.31980200587489926,0.0673406294389869,0.4908516208170402,0.03007838708702682,0.2202823141758797,0.2034943165492807
LCK,1351758525,37140,171861,36030,934688,307853,28970100,True,False,English,0.20964616754237436,1446.2136295747887,30.99440668971892,0.3293644510253689,58.206785137318256,1.0101664852974344,0.4406988674310618,0.24936457194503533,0.046995835569949726,0.3203098541967104,0.6048838108790452,0.19909064715164115,0.3102239311955739
Yassuo,1347412425,103905,70587,10531,1878416,689957,32362117,True,False,English,0.14919177752277332,717.3131111532269,17.22840787131285,0.36730788068244735,6.08113180308936,1.2313867845771242,0.30374894332431146,0.11285456638168202,0.024043528512926002,0.35916991938422255,0.06268165923641558,0.47102487805624804,0.22225391581596762
HasanAbi,1339344945,193560,44649,6543,470123,340810,14154952,True,False,English,0.14654303567829066,2848.92452613465,30.109039549224352,0.724937941772685,2.02820830750155,1.0575475638816096,0.2977486347534589,0.5120671869847706,0.045519646392913074,0.7254395901172676,0.020523840596516386,0.2573336619480747,0.3097720934655002
BeyondTheSummit,1339097490,505080,116547,2635,923689,114948,42403593,True,False,English,0.02260890456210799,1449.7276572526034,45.906785725498516,0.1244444829374389,0.31301971964837255,1.0061700936323763,0.016995328912572823,0.25002268635945096,0.0718595237842981,0.11043943947434734,0.0026827415728961908,0.19417809754670118,0.1076963029417111
Dota2RuHub,1330625430,92160,105359,13189,777510,126221,43831479,True,False,Russian,0.12518152222401505,1711.393332561639,56.3741675348227,0.16234003421177862,8.586588541666666,1.094716048293085,0.24935748159783439,0.29902797842526935,0.08931198506516658,0.14925046963547636,0.08874299271829426,0.3030228833045002,0.19645229845775689
Bugha,1324519320,100470,66311,12982,2942212,2220765,49441744,True,False,English,0.1957744567266366,450.1780701050774,16.804276510326243,0.7547943520045463,7.752762018512989,1.0155008480630943,0.40927468561680264,0.06282496012125822,0.02333636636956871,0.7560172700571406,0.08006967150250552,0.20564789276051676,0.25619514107129876
RocketLeague,1322448480,33540,206681,36086,1409120,412101,57189129,True,False,English,0.17459756823317094,938.4924491881458,40.584995600090835,0.2924527364596344,64.55456171735241,1.0926396561900378,0.36130177130806646,0.15427749297121046,0.06298640366692058,0.2825064282236001,0.6709122997264191,0.30047048602704834,0.30540914698721083
csgomc_ru,1308967860,77955,364816,17020,492954,447601,42952835,True,False,Russian,0.04665365554142362,2655.354982412152,87.133556072169,0.9079975007810059,13.099865306907832,0.9865644262361432,0.07146493518459583,0.4758150801160916,0.1405976883336791,0.9129214930594148,0.13568932751781468,0.1700779037483662,0.31776107132666037
Clix,1256647110,89760,81926,12996,2035180,1687923,33286370,True,False,English,0.15863095964651028,617.4623915329356,16.35549189752258,0.8293728318871058,8.68716577540107,1.0772606349053513,0.3251319276709642,0.09415431587234228,0.022588099398793984,0.8323974132338176,0.08978917994183641,0.2815658812564465,0.2742711362290335
Gorgc,1252711830,141135,56449,8683,391726,136943,20882507,True,True,English,0.15382026253786604,3197.928730796526,53.308963408096474,0.3495887431521012,3.6913593368051867,1.0222253578765799,0.31423404906006797,0.5774294205351,0.08420131294924214,0.3410227237901814,0.03782365381541244,0.21391397146258356,0.26143752193543124
서새봄냥 (saddummy),1241997345,182310,25482,6681,580794,97615,30550147,True,False,Korean,0.26218507181539913,2138.4472721825637,52.60065875336178,0.16807163985853849,2.198782293895014,1.0196912781997889,0.5597175019836504,0.37900752872075705,0.08302034336324647,0.15512053913301982,0.022298122097484458,0.21079896343573015,0.2349938331223147
NoWay4u_Sir,1234567245,139920,24286,8479,383892,108832,23037239,True,False,German,0.3491311866919213,3215.923345628458,60.00968762047659,0.28349640002917487,3.6359348198970842,1.0406155673273714,0.7566802672990532,0.5807994894385176,0.09537355563615453,0.2733337250527359,0.037247137447768315,0.23652006809774329,0.32999237382866214
RiotGamesBrazil,1228613130,38370,255542,25918,1011924,325801,33796768,True,False,Portuguese,0.10142364073224754,1214.1357750186774,33.398523999826075,0.3219619259944423,40.528537920250194,1.2354405947765374,0.19553773308693542,0.20590054850711662,0.05100426528366624,0.31272849932568775,0.4209976998138355,0.47600800918119485,0.2770294591997394
JLTomy,1228169940,121455,42079,10053,428073,277529,13890640,True,False,French,0.23890776872073957,2869.066584437701,32.44923178990499,0.6483216647627857,4.966283808818081,1.005882801637919,0.5069864283397039,0.5158394335692031,0.04942149264389115,0.646972420809241,0.051085200629508803,0.19382494493000121,0.3273549868202582
SolaryFortnite,1223349555,381735,46710,3180,1478270,447191,26737542,True,False,French,0.0680796403339756,827.5548817198483,18.08704905057939,0.30250969038132414,0.49982317576329127,1.0077700968591519,0.12000213802960015,0.13350087453077253,0.025475156995414316,0.2928063375495817,0.004625839248628887,0.19614489556810702,0.12875920698701743
ONSCREEN,1197130335,134880,88516,4134,918654,669348,22820310,True,False,English,0.04670342085046771,1303.1351684094338,24.84102828703734,0.7286181739806282,1.8389679715302492,2.1469572964497172,0.0715776706748477,0.22256854006406684,0.0367361927790782,0.7292087291961113,0.01855539491232895,1.0,0.34644108793773887
AdmiralBahroo,1188645990,141210,21053,8152,778055,72454,12853095,True,False,English,0.387213223768584,1527.714608864412,16.519519828289773,0.09312195153298931,3.4637773528786915,1.032578089801317,0.8429491401764151,0.26462824490871767,0.022861586232736104,0.07836021987782003,0.03545638485153328,0.22664002871357583,0.245149267460133
Quin69,1186941750,174270,36742,6616,538532,87860,19512632,True,True,English,0.18006640901420717,2204.031979529536,36.23300379550333,0.16314722244917665,2.2778447237045962,1.0294642710317123,0.3736905710242158,0.3912903691613069,0.05573024641119092,0.15007715788710174,0.0231205160017293,0.222812378561009,0.20278687317442565
Trymacs,1184154975,107880,50957,10735,1607134,582089,21254933,True,False,German,0.21066781796416587,736.8116006505992,13.22536453089786,0.3621907071843418,5.970522803114572,1.0225052754885235,0.4430132559755928,0.11650628406124587,0.017369179551851688,0.3539291254573326,0.061531123292188135,0.21425805914697965,0.2011011712475318
dasMEHDI,1172969025,231465,47683,5013,299048,76568,7422911,True,True,English,0.10513180798188033,3922.3436538615874,24.82180452636366,0.2560391642813194,1.2994621217030653,1.0108890884090194,0.2039380034932317,0.7130993544678326,0.03670414064369787,0.2452131787375057,0.012943547119756591,0.19997890434159146,0.2353128548006026
sneakylol,1149209820,174885,22759,6775,1659108,183911,17820367,True,False,English,0.2976844325321851,692.6672766329859,10.740932476969553,0.11084932385354057,2.3243845955913884,0.9699234678940837,0.6401357272676325,0.1082388432172134,0.013226839565026289,0.09651584919772803,0.023604615807872563,0.14962206753894922,0.17189065709907034
NickEh30,1148114400,117885,85073,9702,1660204,1445590,39439261,True,False,English,0.11404323345832403,691.5501950362726,23.755671592165783,0.8707303439818239,4.938032828604148,1.003841962160905,0.22412543805813645,0.10802963385169906,0.034926557281087296,0.8747540380966481,0.05079133875386399,0.19131625058599822,0.24732387610457218
fps_shaka,1131509385,215160,26572,5195,303671,128907,21331882,True,False,Japanese,0.19550654824627428,3726.102871199423,70.24668802750345,0.4244955889762276,1.4486893474623537,1.0123042797704902,0.4086677810389667,0.6763469724130355,0.11244189770013875,0.4177391655568902,0.01449578325906298,0.20171852306427415,0.30523502050539475
LVPes,1115650275,90960,233009,12947,587677,158934,51523747,True,False,Spanish,0.05556437734164775,1898.4072458170049,87.67358089562804,0.27044447885488115,8.54023746701847,0.9473456758862445,0.09165077568156219,0.3340523331811121,0.14149808181256524,0.2599664962007519,0.08826085674881189,0.12186840060527644,0.17288282403834662
Vader,1110952500,184305,16289,5913,424374,57681,11535871,True,True,English,0.36300570937442445,2617.861838849694,27.183265233025587,0.13592020246292186,1.9249613412549849,1.0194137667842103,0.7881108189557671,0.4687932861854435,0.04064144820542237,0.12219238887465757,0.01944988327092636,0.21045783355927514,0.2749409431752487
forsen,1106781045,109140,33966,10080,1308165,164792,18534278,True,True,English,0.296767355590885,846.0561511735905,14.168150042234734,0.12597187663635703,5.54150632215503,1.0060445926813093,0.6380582335162214,0.13696583076585475,0.01894110345149521,0.11200373187604597,0.05706856706147966,0.19402382596892406,0.19284354877333684
Papaplatte,1105525440,125550,42230,8546,919026,552959,23472239,True,False,German,0.202367984844897,1202.9316254382356,25.540342710652364,0.6016793866550021,4.084109916367981,1.0303603438108924,0.42421128782383366,0.2038022120635223,0.03790217278473943,0.5992033608127255,0.04190897832793996,0.22391387269529184,0.25515698075134213
StarLadder_cs_en,1088832810,32880,329195,29956,820675,260993,29821162,True,False,English,0.09099773690365892,1326.752746215006,36.3373588814086,0.3180223596429768,54.66423357664234,1.105466454205828,0.17191948571719856,0.22699168917173007,0.05590423959586687,0.30869376112168045,0.5680347940199675,0.31623777982761714,0.2746302915756768
Symfuhny,1076179485,137400,45671,7327,2355063,704327,18756705,True,True,English,0.1604300321867268,456.9642022315327,7.964417512397757,0.29906928179840625,3.1995633187772925,1.0689854268742218,0.3292074439033719,0.06409588106440987,0.008597504283516216,0.2892828157432464,0.03270807555235974,0.2713936125322471,0.1658808888465252
DreamHackCS,1052904720,314595,212201,5001,1801697,275934,28759226,True,False,English,0.023567278193787965,584.3961109997963,15.962298877114188,0.15315227810225582,0.9537977399513661,0.6692377063613645,0.019166373828945784,0.08796159405988827,0.021932521328786782,0.13984075616018402,0.00934800520241588,0.0,0.046374875096703454
Mizkif,1052047935,123120,32671,7899,591653,365303,13585178,True,False,English,0.2417740503810719,1778.1502586820316,22.961394601227408,0.6174277828389275,3.8494152046783627,1.0817696869616333,0.5134795391911046,0.31153035443649973,0.03360224441248738,0.6153322059866341,0.039467723983532606,0.287108616742414,0.30008678079211204
Rainbow6,1031011170,82380,135471,11535,1501197,428942,16786627,True,True,English,0.08514737471488362,686.7927194099109,11.182161301947712,0.2857333181454533,8.401310997815004,1.0849856243593157,0.158666409183137,0.10713864391849318,0.013962508629574495,0.275624682528202,0.08681576732155347,0.2910617958391046,0.15554496790334413
stylishnoob4,1029543660,118515,25263,8485,354579,124038,20638084,True,False,Japanese,0.33586668250009893,2903.566370258814,58.20447347417642,0.34981767109727313,4.295658777369953,1.0238105512702607,0.7266316167081738,0.5223006252343885,0.09236368835836829,0.3412571821655319,0.04410947348293298,0.21586256455168634,0.32375419175018033
Maximilian_DOOD,1023316710,110040,43253,9235,833047,133195,15517436,True,False,English,0.21351120153515363,1228.402130972202,18.62732354837122,0.15988893783904148,5.035441657579062,1.006984033172364,0.4494544948025316,0.20857238133116476,0.02637596676098083,0.1467401597956364,0.05180456877173133,0.19517862970188818,0.17968770019398886
Trainwreckstv,1021699920,148425,49379,7134,728097,379973,12449595,True,True,English,0.14447437169647015,1403.2469849484341,17.098813756958208,0.5218713990031548,2.8838807478524506,0.9649019782003155,0.29306240145889034,0.24131768934755304,0.02382745382450792,0.5174673756721102,0.02942439931536321,0.14344941999115873,0.20809145660159722
dota2ti,1017577605,6315,483530,147643,663297,121422,16228039,True,False,English,0.3053440324281844,1534.120620174673,24.465720484187326,0.18305826801568528,1402.7838479809977,1.0913934030026817,0.6574873476231612,0.26582797603457325,0.0361104350665036,0.17046921352516411,1.0,0.29893853392717523,0.40480558436276287
GRONKH,1017544335,54645,100330,17860,1216020,192000,16800930,True,False,German,0.17801255855676268,836.782565253861,13.816327034094835,0.157892139931909,19.610211364260223,1.042608967357976,0.36903789544213744,0.1352290543011653,0.018354502375970222,0.1446951233416642,0.20340883632858697,0.2389704476785173,0.18494930991134026
SypherPK,1016450160,145230,130401,6553,3611359,1118169,26996445,True,False,English,0.050252682111333505,281.4591847556557,7.4754254561786855,0.30962554539717596,2.7072918818425946,1.0680450787349636,0.07961796452535222,0.031226936254341718,0.007782198691031422,0.3000940970452313,0.027587552062960475,0.27023769307610135,0.11942440694250307
ZeratoR,1011013035,84960,262273,10516,880728,240442,31456198,True,True,French,0.04009562555047603,1147.928798675641,35.716132563061464,0.273003696941621,7.426553672316384,1.1315967040001462,0.05660874840876585,0.19350116823435684,0.0548684573472484,0.26258753975370913,0.07667650794717337,0.34835829229550525,0.1654334523311265
SilverName,1006608690,95625,29927,10618,614395,108466,27464678,True,False,Russian,0.3547966719016273,1638.3738311672457,44.701988134669065,0.17654115023722525,6.662274509803922,0.9913945021218131,0.7695145340784482,0.285352734287472,0.06985074224864184,0.16379465553200165,0.06872660650972189,0.17601525658378542,0.2555424215400118
Sacriel,1002681105,163095,66781,5573,672403,136341,60194490,True,False,English,0.08345188002575583,1491.1907070610928,89.5214477032375,0.2027667931285256,2.050216131702382,1.1031463714742293,0.15482553230183588,0.25778797259122305,0.1445790646695466,0.19065385623027653,0.02075276222859938,0.31338582675049625,0.1803308357953296
dakotaz,978947160,132615,43397,7112,4520305,489250,18504106,True,False,English,0.16388229601124502,216.56661663316967,4.093552536831033,0.10823384705235597,3.217735550277118,1.0379462238071955,0.337028005298681,0.01907372108774539,0.00214353877999649,0.09383718783503546,0.032897100003644326,0.23323878749400678,0.11970305674985159
Stray228,972961650,93750,36971,10290,773712,197486,23738903,True,False,Russian,0.27832625571393793,1257.524311371673,30.68183380896251,0.25524484562731353,6.5856,1.008577026239067,0.596282818566636,0.2140264438649076,0.046474676965226676,0.2443996709720429,0.06792905134191873,0.19713681051007226,0.227708245370134
AdmiralBulldog,972317520,154845,16681,6198,694253,66513,17095676,True,True,English,0.37156045800611476,1400.5233250702554,24.62456193923541,0.0958051315586681,2.4016274338854986,1.0131164171697538,0.8074902581574934,0.24080759665900892,0.0363752743925664,0.08110822003621522,0.02440808263165525,0.2027168399446721,0.2321510453036019
pokimane,964334055,56505,112160,16026,5367605,2085831,45579002,True,False,English,0.1428851640513552,179.65816318451152,8.491497045702879,0.3885962174936494,17.01725511016724,1.0649163287253116,0.2894623011796916,0.012161429138054207,0.009476313838237119,0.38097253880196136,0.1764373478165912,0.2663916887521862,0.18915026992112027
lestream,955346835,253395,47638,3652,883706,124020,25815105,True,False,French,0.07666148872748646,1081.0686302910697,29.21232287661281,0.14034079207338188,0.864736873261114,1.0323625915813526,0.1394429674847628,0.18097945679709607,0.04402453392890402,0.12671977087418296,0.008421609263798407,0.226375128327408,0.12099391111269205
ybicanoooobov,938816460,114765,17036,8255,523512,101937,16237397,True,False,Russian,0.4845621037802301,1793.304566084445,31.01628424945369,0.19471759959657084,4.315775715592733,0.9909555098279335,1.0,0.31436848465527373,0.047032312434092664,0.18241021067199184,0.04431872644171922,0.17547562693769092,0.2939342268567947
Method,905107560,230940,148350,4135,401400,132108,22813009,True,False,English,0.027873272665992585,2254.876831091181,56.83360488290982,0.329118086696562,1.074305014289426,0.9478192328728736,0.028920927898241824,0.4008126987441949,0.09007801354053305,0.32005753821041616,0.010601501307600982,0.12245051877150166,0.1621535330787481
Nightblue3,899215845,118980,17738,7234,2641880,175130,19181711,True,False,English,0.4078250084564212,340.36967803231033,7.260629173164564,0.06628991475767257,3.6480080685829552,1.04474784005211,0.8896419005828762,0.04225981599813821,0.007424064834746643,0.050879976061536186,0.037372721320507944,0.24159964899040434,0.2115296879647016
EsfandTV,888938940,189045,29597,4393,471970,216021,24144005,True,False,English,0.14842720546001284,1883.4649236180267,51.1558043943471,0.45770070131576157,1.3942712052685868,1.070398599808012,0.3020169254189907,0.3312539039922715,0.08061131069237022,0.45174644538727937,0.01392973502947696,0.27313075011020327,0.24211484510509865
shroud,888505170,30240,471281,29612,7744066,833587,30621257,True,False,English,0.06283300196697936,114.7336773731009,3.9541575446283646,0.10764203197648367,58.75396825396825,0.9922256086121242,0.10811670297777459,2.2363602715101975e-06,0.0019111229048062927,0.09323107571930953,0.6105755162911157,0.1770368911488703,0.165145590900358
NOBRU,888211260,38655,132224,22070,1549722,1400039,6781403,True,False,Portuguese,0.16691372216844144,573.1423184287246,4.375883545564946,0.9034129992347014,34.25688785409391,1.0411379181385505,0.3438952250659909,0.08585396037372682,0.0026142745464063804,0.9082262393474613,0.35576106597414797,0.23716216589149414,0.3222521551998712
buster,884353800,59295,97838,14195,1087377,1052053,37351933,True,False,Russian,0.14508677609926612,813.2908825549924,34.350490216364705,0.9675144866959665,14.363774348596003,1.0506851061793616,0.2944497074338304,0.13082948309100959,0.05259149634464041,0.9738762874288832,0.1488362937052657,0.2488980113163176,0.3082468798866578
Scarra,864157695,138360,27421,6060,1242014,333090,15626904,True,False,English,0.22099850479559463,695.7712996793917,12.581906484145911,0.2681853827734631,2.6279271465741543,1.030646716558039,0.4664158041954336,0.10882017111124649,0.016296329927048835,0.2576528249859417,0.026762013628915778,0.22426589533065103,0.18336883986320626
Baiano,859718520,85860,107069,9229,425797,363343,19412227,True,False,Portuguese,0.08619675162745519,2019.0807356557232,45.5903329520875,0.8533244715204663,6.449336128581412,1.084952568389724,0.16104360773711227,0.35665231541861325,0.07133189616205358,0.8569276754139142,0.0665116578024924,0.2910211619113097,0.3005813857409159
괴물쥐123 (tmxk319),857951685,116400,71933,7173,427926,367486,17151766,True,False,Korean,0.09971779294621384,2004.9066544215589,40.08114954454742,0.8587606268373504,3.6974226804123713,1.0275643305867794,0.191673402890911,0.353997763995984,0.06214633172380519,0.8624951571068652,0.03788672368100979,0.22047688382865546,0.2881127105378718
WePlayEsport_RU,853324635,92970,115737,8627,346934,243137,28789066,True,False,Russian,0.07453968912275245,2459.6166273700474,82.98139127326812,0.7008162935889823,5.567602452404001,1.0639265694168853,0.13463636378329727,0.43915679375127714,0.13367470637843493,0.7007352123285283,0.05734001455547677,0.2651750307999371,0.2884530202661586
elded,853049385,110940,44758,7699,2601858,1108422,14789437,True,False,Spanish,0.17201394164171768,327.8616223483372,5.684182995382531,0.4260117193175031,4.1638723634396975,0.9987382732025841,0.3554489711143174,0.039917281306705354,0.00479562666555652,0.41929192250129943,0.0427386536922997,0.18504255989768298,0.1745391691963102
LPL,850636305,48765,146577,17573,502467,280538,31029241,True,False,English,0.11988920499123328,1692.919743983187,61.75378880603104,0.5583212429871016,21.621654875422948,0.9926354401623124,0.23736856825103997,0.29556820632210135,0.098281528132552,0.5547977732163548,0.224331528513701,0.1775406750591343,0.2646480465824806
juansguarnizo,849083325,123780,45631,6039,1204773,946280,12708431,True,False,Spanish,0.13234423966163353,704.7662298208875,10.548402894155165,0.7854425688490695,2.927290353853611,1.1358861494645764,0.2655834927967217,0.11050476034204658,0.012905831394053036,0.7874058850353598,0.029875938629889794,0.3536310771944278,0.2599844975654165
Rakin,842581305,144510,51854,5333,1258173,517248,24523589,True,False,Portuguese,0.10284645350406911,669.6863666602287,19.491428444260052,0.4111103957881786,2.2142412289806934,1.0933075171568163,0.19876089191883997,0.10393493058586356,0.02781670500028677,0.4040306135220324,0.022458923302446143,0.30129145163889987,0.17638225266139476
SolaryHS,827452485,460065,17513,1802,149073,35986,10445269,True,False,French,0.10289499229144064,5550.65293513916,70.06814782019548,0.2413985094550992,0.2350102702878941,0.9980885717386385,0.1988708489169109,1.0,0.11214421427634838,0.23021883568320975,0.0018713005916100448,0.18424391678721383,0.28789151937588214
Cellbit,817373955,103095,68813,8264,1293451,547018,18105470,True,False,Portuguese,0.1200935869675788,631.9326785475445,13.997801230970481,0.4229135854392629,4.809544594791212,0.9593849109180261,0.23783156351309176,0.09686434132978769,0.018657077695390375,0.41611894405533034,0.04945482607003374,0.13666758553408875,0.15926572303295378
dota2ti_ru,812538090,6195,457060,126232,541644,108438,12068376,True,False,Russian,0.27618255808865355,1500.1330948002746,22.281011143850943,0.20020160843653764,1222.5859564164648,1.0390416462128917,0.5914266083394658,0.2594627215716036,0.03246782836057374,0.18802670193111148,1.0,0.2345853314159643,0.3843281986031198
uzra,812362125,208785,14181,3683,185506,29752,20715640,True,False,Chinese,0.25971370143149286,4379.169002619861,111.6709971645122,0.1603829525729626,1.0584093684891156,1.0564492866947488,0.5541190005943238,0.7986545562058095,0.18150942236579806,0.14724610891350126,0.010436157512302825,0.2559836087969781,0.32465814239811897
OverwatchLeague,805163370,24480,254493,33132,1796619,83198,27099682,True,False,English,0.13018825665145997,448.15476737137925,15.083711126287765,0.04630809314607048,81.20588235294117,0.9927158197276255,0.2606994519599358,0.06244603177582146,0.02046763555482136,0.030415434574121155,0.8441164957183177,0.1776394813411302,0.23263075515402462
Thijs,794621265,108720,24923,7180,755116,68557,15548337,True,False,English,0.28808730891144724,1052.3168162242623,20.590660242929562,0.09079002431414511,3.9624724061810155,1.0179496447391885,0.6183949512697768,0.17559475724067952,0.029649474718105796,0.07597195807450373,0.04064372570230971,0.20865806697564845,0.19148548899683734
Swagg,790021440,108375,74199,6309,784966,723082,7527027,True,False,English,0.0850281001091659,1006.440329899639,9.588984745836125,0.9211634644048278,3.4928719723183392,1.1554448991142987,0.15839621130014442,0.16700291343603643,0.011306175587976955,0.9264055193928826,0.035759022118451556,0.37767359752719587,0.27942390656044797
TeePee,789698115,170010,78741,4410,520519,238257,17102146,True,True,English,0.056006400731512175,1517.1360027203618,32.85594954266799,0.4577296890219185,1.5563790365272632,1.053290202617133,0.09265211023602073,0.26264706154133033,0.050099620752872054,0.4517761333770335,0.01561595302933572,0.2521003164327302,0.18748186589488705
LVNDMARK,788421150,199350,96236,3688,248829,244295,8815201,True,False,English,0.038322457292489294,3168.5259756700384,35.426742863572976,0.9817786512022313,1.1100075244544771,1.0723859457553753,0.052591914258573486,0.5719228113827475,0.05438595249384695,0.9884850449283635,0.010972872726322788,0.2755736877316479,0.325655380586917
Agraelus,779867430,169515,23555,4642,414951,132125,20334558,True,True,Czech,0.19707068562937805,1879.4205339907603,49.00472103935164,0.318411089502134,1.6430404388992124,0.9910772633733442,0.4122110885777433,0.33049646228854757,0.0770247692201238,0.30909188189789133,0.01651739014954124,0.17562529203098928,0.22016114736080608
BLASTPremier,753808200,25260,113167,24689,501371,315910,21104122,True,False,English,0.2181643058488782,1503.4938199457088,42.09282547255425,0.6300922869491853,58.6437054631829,1.2087152779147416,0.45999537169201404,0.26009212516881,0.06550043658811043,0.6283026585719692,0.6094285815558022,0.44315601273169186,0.4110791977180663
cloakzy,748023225,101670,40497,6743,2138294,558107,14533643,True,False,English,0.16650616095019385,349.8224402257126,6.7968403783577,0.26100573634869667,3.97934493951018,1.0911114143178633,0.34297195914783735,0.04403014896813631,0.0066507811109545855,0.25029973301161973,0.040819230914994065,0.2985919003841433,0.16389395892294756
